,code,name,cur_price,volume,high_price,low_price
267450,267450,KBSTAR 미국장기국채선물인버스(H),-9850,100,-9855,-9845
267490,267490,KBSTAR 미국장기국채선물레버리지(합성 H),9815,4970,9815,9780
267500,267500,KBSTAR 미국장기국채선물인버스2X(합성 H),-9580,4673,-9620,-9575
267770,267770,TIGER 200선물레버리지,-10115,321488,-10310,-10035
267850,267850,아시아나IDT,15500,315936,16000,14600
268280,268280,미원에스씨,67400,3431,67400,65400
269370,269370,TIGER S&P글로벌인프라(합성),-10020,1,-10020,-10020
269420,269420,KODEX S&P글로벌인프라(합성),-10375,12,-10375,-10350
269530,269530,ARIRANG S&P글로벌인프라,10240,101,10240,-10210
269540,269540,ARIRANG 미국S&P500(H),-11350,1500,11400,-11290
270800,270800,KBSTAR KQ고배당,-11560,6198,-11585,-11455
270810,270810,KBSTAR 코스닥150,-12345,399290,12420,-12235
271050,271050,KODEX WTI원유선물인버스(H),-14720,3129,-14720,-14615
271060,271060,KODEX 3대농산물선물(H),-8415,1138,-8460,-8315
271560,271560,오리온,-112500,117051,-115000,-112000
271980,271980,제일약품,-46000,35821,46400,-45700
272220,272220,KINDEX 스마트모멘텀,-12060,40990,-12150,-11985
272230,272230,KINDEX 스마트밸류,-11010,40875,-11100,-10940
272450,272450,진에어,-20650,56940,21200,-20550
272550,272550,삼양패키징,-19700,35715,20000,-19400
272560,272560,KBSTAR 단기국공채액티브,100330,9505,100335,100320
272570,272570,KBSTAR 중장기국공채액티브,101075,5,101075,101040
272580,272580,TIGER 단기채권액티브,50140,2451,50145,50140
272910,272910,KINDEX 중장기국공채액티브,100970,10,100970,100970
273130,273130,KODEX 종합채권(AA-이상)액티브,104740,7177,104765,104685
273140,273140,KODEX 단기변동금리부채권액티브,100290,0,0,0
275280,275280,KODEX MSCI모멘텀,-9170,514,9185,-9140
275290,275290,KODEX MSCI밸류,-9205,76,-9260,-9185
275300,275300,KODEX MSCI퀄리티,-8835,197,-8885,-8805
275540,275540,파워 스마트밸류,-14325,42,-14390,-14280
275750,275750,KBSTAR 코스닥150선물인버스,7140,30980,7190,-7085
275980,275980,TIGER 글로벌4차산업혁신기술(합성 H),11090,50408,11090,11060
276000,276000,TIGER 글로벌자원생산기업(합성 H),-10895,0,0,0
276650,276650,KBSTAR 글로벌4차산업IT(합성 H),11465,5668,11530,11445
276970,276970,KODEX 미국S&P고배당커버드콜(합성 H),-9555,4217,-9560,-9545
276990,276990,KODEX 글로벌4차산업로보틱스(합성),10280,3060,10355,-10240
277540,277540,KINDEX S&P아시아TOP50,-10120,2486,10245,-10060
277630,277630,TIGER 코스피,-22235,635110,-22405,-22130
277640,277640,TIGER 코스피대형주,-10735,14,-10735,-10700
277650,277650,TIGER 코스피중형주,-12945,36808,-12945,-12945
278240,278240,KBSTAR 코스닥150선물레버리지,-12740,141312,12945,-12545
278420,278420,ARIRANG ESG우수기업,9185,53,9225,-9145
278530,278530,KODEX 200TR,-8865,8307,-8950,-8835
278540,278540,KODEX MSCI Korea TR,-8735,339359,-8800,-8690
278620,278620,ARIRANG 단기채권액티브,102765,594,102765,102765
279530,279530,KODEX 고배당,-8965,278859,9010,-8935
279540,279540,KODEX 최소변동성,-9535,313,-9600,-9500
280320,280320,KINDEX 미국4차산업인터넷(합성 H),-12525,7273,12675,-12510
280360,280360,롯데제과,172500,686,172500,-170000
280920,280920,ARIRANG 주도업종,-8230,447,8280,-8165
280930,280930,KODEX 미국러셀2000(H),-10240,101,10250,-10240
280940,280940,KODEX 골드선물인버스(H),-10000,16,-10015,-9985
281820,281820,케이씨텍,-15400,340372,-16100,-15000
281990,281990,KBSTAR 중소형고배당,-9690,1955,-9690,-9615
282000,282000,KBSTAR 국고채3년선물인버스,-99575,8,-99585,-99565
282330,282330,BGF리테일,194000,12620,195000,-191000
282690,282690,동아타이어,11950,4232,12000,-11750
283580,283580,KODEX 중국본토CSI300,-8580,529674,8725,-8530
283930,283930,KBSTAR 지주회사,8275,11,8285,-8230
284430,284430,KODEX 200미국채혼합,10165,3310,10170,10125
284740,284740,쿠쿠홈시스,172000,7090,173000,-170500
284980,284980,KBSTAR 200금융,-9220,18,9290,-9190
284990,284990,KBSTAR 200에너지화학,9280,7,9295,-9250
285000,285000,KBSTAR 200IT,-9500,11,-9610,-9440
285010,285010,KBSTAR 200중공업,10415,79,10420,10345
285020,285020,KBSTAR 200철강소재,-8005,25,8055,-7980
285130,285130,SK케미칼,-74900,35366,75200,-74200
28513K,28513K,SK케미칼우,-26000,1453,26600,-25750
285690,285690,FOCUS ESG리더스,-9140,3,9155,-9125
286940,286940,롯데정보통신,-39300,93556,40000,-38650
287180,287180,ARIRANG 미국나스닥기술주,-11480,3360,-11495,-11400
287300,287300,KBSTAR 200건설,12060,66,12075,-11990
287310,287310,KBSTAR 200경기소비재,-8795,8,-8800,-8755
287320,287320,KBSTAR 200산업재,-9420,32,9460,-9390
287330,287330,KBSTAR 200생활소비재,9095,7,9095,9065
289040,289040,KODEX MSCI KOREA ESG유니버설,-8600,2,-8600,-8600
289250,289250,TIGER MSCI KOREA ESG유니버설,-8580,12,-8580,-8575
289260,289260,TIGER MSCI KOREA ESG리더스,-8280,63,-8285,-8260
289480,289480,TIGER 200커버드콜ATM,-9885,355,-9910,-9850
289670,289670,ARIRANG 국채선물10년,55005,465,55050,55005
290080,290080,KBSTAR 200고배당커버드콜ATM,-10120,659,-10150,-10110
290130,290130,KBSTAR ESG사회책임투자,-8995,5,-9030,-8960
291130,291130,KINDEX 멕시코MSCI(합성),9075,146,9080,8990
291610,291610,KOSEF 코스닥150선물,-7695,263,7750,-7630
291620,291620,KOSEF 코스닥150선물인버스,12245,1459,12325,-12160
291630,291630,KOSEF 코스닥150선물레버리지,-5410,3467,5495,-5325
291660,291660,KODEX China H선물인버스(H),11000,397,11000,10855
291680,291680,KBSTAR 차이나H선물인버스(H),10700,1887,10700,10590
291890,291890,KODEX MSCI EM선물(H),-8380,64,-8480,-8380
292050,292050,KBSTAR KRX300,-13355,46156,-13475,-13330
292100,292100,TIGER 대형성장,-8320,18,-8405,-8310
292110,292110,TIGER 대형가치,-9360,22,-9425,-9330
292120,292120,TIGER 중소형,-8890,13,8905,-8890
292130,292130,TIGER 중소형성장,-8555,681,-8560,-8495
292140,292140,TIGER 중소형가치,-9240,511,-9250,-9235
292150,292150,TIGER TOP10,-8420,8,-8520,-8420
292160,292160,TIGER KRX300,-13340,29780,-13455,-13290
292190,292190,KODEX KRX300,-13405,58751,-13535,-13370
292340,292340,마이티 200커버드콜ATM레버리지,-9005,60,-9005,-8935
292500,292500,SMART KRX300,-13425,1468,-13495,-13360
292560,292560,TIGER 일본엔선물,10170,1901,10175,10165
292570,292570,TIGER 일본엔선물레버리지,10085,12148,10140,10050
292580,292580,TIGER 일본엔선물인버스,-9940,0,0,0
292590,292590,TIGER 일본엔선물인버스2X,-9620,2730,-9675,-9600
292730,292730,FOCUS KRX300,-13390,4,-13430,-13335
292750,292750,ARIRANG KRX300,-13410,75,13525,-13345
292770,292770,KODEX 국채선물3년인버스,-49770,4,-49770,-49770
293180,293180,HANARO 200,-28860,42531,-29105,-28745
293480,293480,하나제약,26350,497914,27450,-25400
293940,293940,신한알파리츠,-5620,77025,5700,-5620
294400,294400,KOSEF 200TR,-32200,321726,-32450,-32070
294870,294870,HDC현대산업개발,-50200,121542,-51600,-49650
295000,295000,KBSTAR 국채선물10년,54225,183,54255,54200
295020,295020,KBSTAR 국채선물10년인버스,-47075,6,-47090,-47045
295040,295040,SMART 200TR,-9200,4544,-9270,-9175
295820,295820,ARIRANG 200동일가중,-9185,298,-9210,-9135
295840,295840,ARIRANG 200밸류,-9065,138,9150,-9030
295860,295860,ARIRANG 200모멘텀,-8880,59,8945,-8845
295880,295880,ARIRANG 200퀄리티,-9020,104,9085,-8980
295890,295890,ARIRANG 200로우볼,-9240,136,9325,-9205
296710,296710,KODEX FnKorea50,-9000,20000,-9000,-9000
298000,298000,효성화학,-147500,12689,149000,-146500
298020,298020,효성티앤씨,171500,5621,171500,-168500
298040,298040,효성중공업,-45900,51017,-46550,-45550
298050,298050,효성첨단소재,-124500,14166,127500,-124500
298340,298340,ARIRANG 국채선물3년,51435,0,0,0
298690,298690,에어부산,-4600,187534,4645,-4565
298770,298770,KODEX 한국대만IT프리미어,-9220,0,0,0
299070,299070,KINDEX 국채선물10년인버스,-94270,11,-94310,-94270
299080,299080,KINDEX 국채선물3년인버스,-99235,161,-99235,-99235
300280,300280,KBSTAR 중소형모멘텀로우볼,-9050,6,9090,-9030
300290,300290,KBSTAR 중소형모멘텀밸류,-9665,5,9720,-9665
300300,300300,KBSTAR KQ모멘텀로우볼,-8555,55,8620,-8515
300310,300310,KBSTAR KQ모멘텀밸류,-9335,55,9405,-9305
300610,300610,TIGER K게임,-8755,40,8820,-8755
300640,300640,KBSTAR 게임테마,-9010,5529,9135,-9010
300720,300720,한일시멘트,142000,2287,145000,140000
300950,300950,KODEX 게임산업,-9490,286,-9585,-9490
301400,301400,ARIRANG 코스닥150,-12320,87,12380,-12235
301410,301410,ARIRANG 코스닥150선물인버스,10815,4196,10895,10750
301440,301440,ARIRANG 코스피중형주,9435,117,9495,9390
302170,302170,TIGER 국채선물3년인버스,49795,3,49795,49795
302180,302180,TIGER 국채선물10년인버스,-47965,5,-47965,-47965
302190,302190,TIGER 중장기국채,52030,11,52040,52030
302200,302200,TIGER 중장기국채선물인버스,-48835,2,-48835,-48835
302210,302210,TIGER 중장기국채선물인버스2X,-47345,3,-47345,-47345
302450,302450,KBSTAR 코스피,-22345,11,-22470,-22295
304660,304660,KODEX 미국채울트라30년선물(H),10225,36,10225,10225
304670,304670,KODEX 미국채울트라30년선물인버스(H),-9745,10,-9745,-9745
304760,304760,HANARO KRX300,-13325,548,-13435,-13275
304770,304770,HANARO 코스닥150,-12290,374,12455,-12200
304780,304780,HANARO 200선물레버리지,-14500,12020,-14820,-14370
304940,304940,KODEX 미국나스닥100선물(H),-9150,15329,-9150,-9130
305050,305050,KINDEX 코스피,-22460,20366,-22590,-22460
305080,305080,TIGER 미국채10년선물,10380,5473,10395,10360
305540,305540,TIGER 2차전지테마,-8595,42307,8700,-8535
305720,305720,KODEX 2차전지산업,-9220,12224,9310,-9155
306200,306200,세아제강,-66600,2917,67300,-66400
306520,306520,HANARO 200선물인버스,15240,395,15300,15130
306530,306530,HANARO 코스닥150선물레버리지,-11075,719,11240,-10910
306540,306540,HANARO 단기통안채,100665,0,0,0
306950,306950,KODEX KRX300레버리지,-10620,17865,10840,-10510
306960,306960,KODEX KRX300선물인버스,9660,217,9660,9580
307010,307010,KBSTAR KRX300레버리지,-10600,4235,-10725,-10510
307020,307020,KBSTAR KRX300선물인버스,9655,1,9655,9655
307510,307510,TIGER 의료기기,11040,264,11090,10985
307520,307520,TIGER 지주회사,-11305,1,-11305,-11305
307610,307610,TIGER KRX300레버리지,-10640,13,10690,-10495
307620,307620,TIGER KRX300선물인버스,9555,10861,9630,9465
308620,308620,KODEX 미국채10년선물,10355,1121,10355,10325
309170,309170,ARIRANG KRX300IT,-11290,109,-11440,-11235
309180,309180,ARIRANG KRX300금융,-10775,48,-10800,-10730
309190,309190,ARIRANG KRX300산업재,11785,141,11825,11710
309200,309200,ARIRANG KRX300자유소비재,11600,50,11620,-11545
309210,309210,ARIRANG KRX300헬스케어,11410,243,11425,-11300
309230,309230,KINDEX 미국WideMoat가치주,10420,3049,10420,-10340
310080,310080,KBSTAR 중국MSCI China선물(H),-10505,3000,10800,-10505
310960,310960,TIGER 200TR,-14450,2495,-14530,-14390
310970,310970,TIGER MSCI Korea TR,-10945,83,-11025,-10905
314250,314250,KODEX 미국FANG플러스(H),-10605,3586,-10625,-10605
314700,314700,HANARO 농업융복합산업,11000,1178,11050,-10955
315270,315270,TIGER 200커뮤니케이션서비스,15660,40,15750,15660
315480,315480,KBSTAR 200커뮤니케이션서비스,-9690,10,9760,-9680
315930,315930,KODEX Top5PlusTR,-12865,928369,-13055,-12820
315960,315960,KBSTAR 대형고배당10TR,-10540,68,-10660,-10505
316140,316140,우리금융지주,-15650,1276624,-15850,-15600
316300,316300,KINDEX 싱가포르리츠,10315,30117,10330,10220
316670,316670,KOSEF 코스닥150,-6115,965451,6185,-6070
500007,500007,신한 인버스 은 선물 ETN(H),9490,73,9490,9490
500039,500039,신한 코스피 콘도르 4/10% ETN,-9425,8560,-9425,-9410
500042,500042,신한 코스피 콘도르 6/10% ETN,-9585,775,-9585,-9585
500001,500001,신한 K200 USD 선물 바이셀 ETN,-10510,2,-10510,-10510
500002,500002,신한 USD K200 선물 바이셀 ETN,8130,18,8130,-8045
500035,500035,신한 레버리지 미국달러 선물 ETN,10845,96,10845,10840
500036,500036,신한 인버스 2X 미국달러 선물 ETN,-8930,720,-8950,-8930
500020,500020,신한 레버리지 다우존스지수 선물 ETN(H),-20945,2013,-21090,-20925
500028,500028,신한 인버스 2X 다우존스지수 선물 ETN(H),6740,140386,6745,6680
500003,500003,신한 인버스 WTI원유 선물 ETN(H),-10155,795,-10175,-10115
500004,500004,신한 브렌트원유 선물 ETN(H),8210,933,8390,-8040
500005,500005,신한 인버스 브렌트원유 선물 ETN(H),-8570,0,0,0
500006,500006,신한 인버스 금 선물 ETN(H),-9125,0,0,0
500008,500008,신한 인버스 구리 선물 ETN(H),9395,41,9395,9395
500009,500009,신한 다우존스지수 선물 ETN(H),-14780,17,-14820,-14780
500010,500010,신한 인버스 다우존스지수 선물 ETN(H),6410,162,6410,6385
500011,500011,신한 달러인덱스 선물 ETN(H),10505,0,0,0
500012,500012,신한 인버스 달러인덱스 선물 ETN(H),9480,0,0,0
500013,500013,신한 옥수수 선물 ETN(H),-6920,3633,6940,-6880
500014,500014,신한 인버스 옥수수 선물 ETN(H),13105,7,13105,13105
500015,500015,신한 WTI원유 선물 ETN(H),7780,6263,7830,7780
500016,500016,신한 금 선물 ETN(H),10620,100,10620,10620
500017,500017,신한 은 선물 ETN(H),-9175,932,-9195,-9165
500018,500018,신한 구리 선물 ETN(H),-12450,87,-12515,-12440
500019,500019,신한 레버리지 WTI원유 선물 ETN(H),12165,272375,12335,12150
500021,500021,신한 천연가스 선물 ETN(H),-6195,12838,-6225,-6170
500022,500022,신한 인버스 천연가스 선물 ETN(H),10680,380,10680,10605
500023,500023,신한 콩 선물 ETN(H),-8115,557,-8115,-8065
500024,500024,신한 인버스 콩 선물 ETN(H),11890,188,11890,11880
500027,500027,신한 인버스 2X WTI원유 선물 ETN(H),-5725,176343,-5730,-5625
500029,500029,신한 레버리지 은 선물 ETN(H),-6680,20450,-6695,-6640
500030,500030,신한 인버스 2X 은 선물 ETN(H),12935,64,12970,12900
500031,500031,신한 레버리지 천연가스 선물 ETN(H),-12585,346169,-12740,-12520
500032,500032,신한 인버스 2X 천연가스 선물 ETN(H),4910,200477,4920,4825
500037,500037,신한 레버리지 금 선물 ETN,10470,2471,10470,10425
500038,500038,신한 인버스 2X 금 선물 ETN,-10535,10,-10535,-10535
500040,500040,신한 레버리지 구리 선물 ETN,-10415,941,-10530,-10415
500041,500041,신한 인버스 2X 구리 선물 ETN,9115,7014,9115,8990
500034,500034,신한 S&P500 VIX S/T 선물 ETN,17475,16151,17510,17040
500025,500025,신한 MSCI 인도네시아 선물 ETN(H),-10835,0,0,0
500026,500026,신한 인버스 MSCI 인도네시아 선물 ETN(H),8955,71,9015,8955
510001,510001,대신 WTI원유 선물 ETN(H),10730,433,10785,10730
510002,510002,대신 아연선물 ETN(H),-9825,480,-9895,-9795
510003,510003,대신 니켈선물 ETN(H),-11600,922,-11750,-11570
510004,510004,대신 인버스 아연선물 ETN(H),10820,281,10820,10770
510005,510005,대신 2X 아연선물 ETN(H),-6980,5186,-7090,-6980
510006,510006,대신 인버스 니켈선물 ETN(H),8660,249,8660,8575
510007,510007,대신 2X 니켈선물 ETN(H),-9720,16982,-9960,-9700
510010,510010,대신 인버스 2X 니켈선물 ETN(H),14965,1808,15015,14655
510008,510008,대신 철광석 선물 ETN(H),13020,36,13095,13020
510009,510009,대신 인버스 철광석 선물 ETN(H),7215,8217,7215,-7090
520004,520004,미래에셋 전기전자 Core5 ETN,17560,35,17600,17560
520005,520005,미래에셋 인버스 전기전자 Core5 ETN,5220,2125,5265,5175
520006,520006,미래에셋 에너지화학 Core5 ETN,14640,0,0,0
520007,520007,미래에셋 인버스 에너지화학 Core5 ETN,-6105,2299,-6105,-6075
520013,520013,미래에셋 Q150 Core5 ETN,-12065,0,0,0
520014,520014,미래에셋 미디어엔터 Core5 ETN,-13770,0,0,0
520015,520015,미래에셋 인버스 미디어엔터 Core5 ETN,-13265,377,-13265,-13265
520026,520026,미래에셋 코스피 양매도 5% OTM ETN,-9955,30077,-9970,-9955
520009,520009,미래에셋 레버리지 원유선물혼합 ETN(H),21295,1870,21510,21260
520010,520010,미래에셋 원유선물혼합 ETN(H),23795,7,23800,23760
520011,520011,미래에셋 인버스 원유선물혼합 ETN(H),-13320,13,-13320,-13275
520020,520020,미래에셋 미국 시니어론 100 ETN(H),10325,2,10325,10325
520021,520021,미래에셋 미국 시니어론 100 ETN,10380,0,0,0
520025,520025,미래에셋 S&P500 VIX S/T 선물 ETN,17415,4725,17480,16850
520024,520024,미래에셋 차이나 대표주 15 ETN(H) B,9010,1130,9010,9010
520012,520012,미래에셋 호주 ASX200 ETN(H),11765,101,11765,-11745
520003,520003,미래에셋 원자재 선물 ETN(H),8965,10,8965,8965
530003,530003,삼성 모멘텀 탑픽 ETN,5340,0,0,0
530004,530004,삼성 화장품 테마주 ETN,4970,695,4975,4885
530005,530005,삼성 바이오 테마주 ETN,-12870,2,-12870,-12780
530006,530006,삼성 음식료 테마주 ETN,-5745,1,-5745,-5745
530007,530007,삼성 레저 테마주 ETN,-7995,10,-7995,-7880
530008,530008,삼성 미디어 테마주 ETN,9120,51,9120,9120
530009,530009,삼성 증권 테마주 ETN,-8675,755,-8710,-8675
530010,530010,삼성 건축자재 테마주 ETN,-3575,1239,-3575,-3575
530011,530011,삼성 온라인쇼핑 테마주 ETN,8825,407,8935,8825
530012,530012,삼성 화학 테마주 ETN,-12760,0,0,0
530013,530013,삼성 KTOP30 ETN,-11300,128202,-11390,-11265
530046,530046,삼성 KQ150 Call 1903-01 ETN,9295,0,0,0
530047,530047,삼성 KQ150 Call 1903-02 ETN,9295,0,0,0
530048,530048,삼성 K200 Call 1903-01 ETN,9370,0,0,0
530049,530049,삼성 K200 Call 1903-02 ETN,9360,0,0,0
530050,530050,삼성 K200 Put 1903-01 ETN,10440,0,0,0
530051,530051,삼성 K200 Put 1903-02 ETN,9655,0,0,0
530057,530057,삼성 K200 Call 1908-01 ETN,-9835,20,-9840,-9835
530058,530058,삼성 K200 Call 1908-02 ETN,-9460,0,0,0
530059,530059,삼성 K200 Put 1908-01 ETN,9800,17,9800,9780
530053,530053,삼성 코스피 풋매도 ETN,-10130,250255,-10165,-10130
530060,530060,삼성 코스피 양매도 5% OTM ETN,-9955,72574,-9970,-9955
530015,530015,삼성 미국 대형 성장주 ETN(H),13365,2077,13380,-13330
530016,530016,삼성 미국 대형 가치주 ETN(H),-12545,361,-12545,-12545
530017,530017,삼성 미국 중소형 성장주 ETN(H),12685,14,12685,-12000
530018,530018,삼성 미국 중소형 가치주 ETN(H),12235,2,12235,12235
530019,530019,삼성 미국 대형 성장주 ETN,12995,158,13020,12995
530020,530020,삼성 미국 대형 가치주 ETN,-12255,8,-12300,-12255
530021,530021,삼성 미국 중소형 성장주 ETN,12380,81,12380,12380
530022,530022,삼성 미국 중소형 가치주 ETN,11925,0,0,0
530032,530032,삼성 Cushing 에너지인프라 MLP ETN,9095,0,0,0
530033,530033,삼성 Alerian 에너지인프라 MLP ETN,9185,0,0,0
530031,530031,삼성 레버리지 WTI원유 선물 ETN,14235,95847,14430,14215
530036,530036,삼성 인버스 2X WTI원유 선물 ETN,-5400,55139,-5400,-5320
530037,530037,삼성 레버리지 천연가스 선물 ETN,-12655,160370,-12775,-12550
530038,530038,삼성 인버스 2X 천연가스 선물 ETN,9840,82916,9910,9710
530055,530055,삼성 레버리지 금 선물 ETN(H),19865,1297,19865,19805
530056,530056,삼성 인버스 2X 금 선물 ETN(H),-19940,0,0,0
530061,530061,삼성 레버리지 은 선물 ETN(H),-11040,1223,-11055,-11040
530062,530062,삼성 인버스 2X 은 선물 ETN(H),8905,28,8905,8855
530063,530063,삼성 레버리지 구리 선물 ETN(H),-9820,168,-9925,-9820
530064,530064,삼성 인버스 2X 구리 선물 ETN(H),9820,2299,9820,9710
530052,530052,삼성 S&P500 VIX S/T 선물 ETN(H),16520,4425,16610,16170
530002,530002,삼성 인버스 China A50 선물 ETN(H),14535,224,14535,14390
530014,530014,삼성 China A50 선물 ETN(H),-12270,1,-12270,-12270
530023,530023,삼성 레버리지 China A50 선물 ETN(H),-27950,2516,-29020,-27925
550001,550001,QV Big Vol ETN,-11015,0,0,0
550002,550002,QV WISE 배당 ETN,-10100,0,0,0
550003,550003,QV 스마트리밸런싱 250/3 ETN,10380,5,10380,10380
550004,550004,QV 롱숏 K150 매수 로우볼 매도 ETN,-9845,0,0,0
550005,550005,QV 에너지 TOP5 ETN,12180,10,12180,12135
550006,550006,QV 내수소비 TOP5 ETN,-6975,1,-6975,-6975
550007,550007,QV 조선 TOP5 ETN,10675,264,10795,10670
550008,550008,QV 소프트웨어 TOP5 ETN,12410,5,12410,12410
550009,550009,QV 하드웨어 TOP5 ETN,-17290,1,-17290,-17290
550010,550010,QV 운송 TOP5 ETN,8790,16,8790,8790
550011,550011,QV 자동차 TOP5 ETN,-10625,0,0,0
550012,550012,QV 의료 TOP5 ETN,5765,463,5775,-5725
550013,550013,QV 화학 TOP5 ETN,-10545,17,10680,-10545
550014,550014,QV 바이오 TOP5 ETN,14475,69,14475,-14325
550015,550015,QV 제약 TOP5 ETN,-8445,42,-8445,-8445
550016,550016,QV 건설 TOP5 ETN,-10675,0,0,0
550019,550019,QV 전기차 테마 ETN,-12345,30,12530,-12345
550020,550020,QV 2차전지 테마 ETN,-17100,57,-17225,-17060
550021,550021,QV 핀테크 테마 ETN,8155,9,8195,8155
550022,550022,QV 사물인터넷 테마 ETN,-7000,33,7100,-7000
550023,550023,QV 고령화 테마 ETN,9250,22,9280,9240
550024,550024,QV 수자원 테마 ETN,10350,1,10350,10350
550025,550025,QV HMR 테마 ETN,7005,0,0,0
550026,550026,QV KTOP30 ETN,11230,10,11230,11230
550027,550027,QV 농업 테마 ETN,7375,1,7375,7375
550029,550029,QV 대체에너지 테마 ETN,-10310,0,0,0
550030,550030,QV OLED 테마 ETN,-8955,45,9125,-8890
550031,550031,QV 항공우주 테마 ETN,9510,1,9510,9510
550032,550032,QV 방위산업 테마 ETN,8190,0,0,0
550033,550033,QV 스마트리밸런싱 260/4 ETN,9775,151,9775,9775
550048,550048,QV K200 Call 1904-01 ETN,9275,0,0,0
550049,550049,QV K200 Call 1904-02 ETN,9280,0,0,0
550050,550050,QV K200 Put 1904-01 ETN,12635,19,12635,12510
550046,550046,QV 레버리지 10년 국채선물 ETN,22770,0,0,0
550047,550047,QV 인버스 레버리지 10년 국채선물 ETN,-17865,10,-17865,-17865
550056,550056,QV 코스피 양매도 5% OTM ETN,-9955,0,0,0
550057,550057,QV 코스피 변동성 매칭형 양매도 ETN,-9675,286,-9685,-9660
550041,550041,QV 미국 IT TOP5 ETN(H),-12490,1005,-12560,-12490
550044,550044,QV 레버리지 S&P500 ETN,-11110,154,-11150,-11100
550045,550045,QV 인버스 레버리지 S&P500 ETN,8005,45481,8010,7940
550052,550052,QV MSCI 선진국 ETN,8930,0,0,0
550053,550053,QV 인버스 MSCI 선진국 ETN,10770,0,0,0
550054,550054,QV 레버리지 MSCI 선진국 ETN,8660,0,0,0
550055,550055,QV 인버스 레버리지 MSCI 선진국 ETN,11405,0,0,0
550042,550042,QV 레버리지 WTI원유 선물 ETN(H),11730,5613,11890,11730
550043,550043,QV 인버스 레버리지 WTI원유 선물 ETN(H),-5225,12296,-5225,-5145
550051,550051,QV S&P500 VIX S/T 선물 ETN,17450,3543,17515,16985
550018,550018,QV CHINEXT ETN(H),4710,0,0,0
570003,570003,TRUE 빅5 동일가중 ETN,-10150,0,0,0
570008,570008,TRUE 섹터탑픽 ETN,-9710,0,0,0
570009,570009,TRUE 코리아프리미어 ETN,-9495,0,0,0
570015,570015,TRUE 다우존스 지속가능경영 코리아 ETN,-11075,60007,-11195,-11070
570019,570019,TRUE 코스피 양매도 5% OTM ETN,-10420,397770,-10435,-10410
570020,570020,TRUE 코스피 커버드콜 ETN B,-9180,21,-9255,-9180
570021,570021,TRUE 코스피 커버드풋 ETN B,11155,191,11155,-11070
570024,570024,TRUE 코스피 타겟볼20 ETN,-8285,0,0,0
570029,570029,TRUE 코스피 양매도 3% OTM ETN,-9855,6552,-9880,-9835
570030,570030,TRUE 코스피 양매도 ATM ETN,-10050,47978,-10100,-10025
570022,570022,TRUE 레버리지 S&P500 선물 ETN(H),-10985,15334,-11040,-10970
570023,570023,TRUE 인버스 2X S&P500 선물 ETN(H),8135,49042,8155,8080
570013,570013,TRUE 유로선물 ETN,9190,38,9190,9175
570014,570014,TRUE 인버스 유로선물 ETN,-10735,13,-10740,-10735
570025,570025,TRUE 인버스 유로스탁스50 ETN(H) B,9905,148,9905,9885
570026,570026,TRUE 레버리지 유로스탁스50 ETN(H),-9355,3,-9355,-9355
570027,570027,TRUE 인버스 2X 유로스탁스50 ETN(H),9725,28189,9725,9665
570010,570010,TRUE 엔선물 ETN,8995,0,0,0
570011,570011,TRUE 레버리지 엔선물 ETN,7625,6069,7625,7575
570012,570012,TRUE 인버스 엔선물 ETN,-10850,2,-10870,-10850
570028,570028,TRUE 인버스 HSCEI ETN(H) B,10550,129,10550,10435
570031,570031,TRUE 레버리지 HSCEI ETN(H),-10965,282,-11225,-10950
570032,570032,TRUE 인버스 2X HSCEI ETN(H),8925,15006,8925,8675
580006,580006,KB KTOP30 ETN,-10690,10,-10690,-10690
580007,580007,KB KQ 우량주30 ETN,-13390,0,0,0
580008,580008,KB 코스피 양매도 5% OTM ETN,-9740,136,-9755,-9740
590007,590007,미래에셋 미국 대형주 ETN(H),-13740,0,0,0
590008,590008,미래에셋 미국 중형주 ETN(H),-13180,203,-13200,-13180
590009,590009,미래에셋 미국 항공우주 ETN(H),-16825,254,-16825,-16780
590010,590010,미래에셋 레버리지 S&P500 ETN(H),-16710,10,-16710,-16710
590011,590011,미래에셋 인버스 S&P500 ETN(H),7250,5089,7250,7230
590013,590013,미래에셋 미국 리츠 ETN(H),-10485,1,-10485,-10485
590016,590016,미래에셋 미국 헬스케어 ETN(H),-12225,0,0,0
590017,590017,미래에셋 미국 고배당주 ETN(H),-12100,0,0,0
590003,590003,미래에셋 유럽 대형주 ETN(H),-11470,0,0,0
590004,590004,미래에셋 유럽 중형주 ETN(H),-11330,0,0,0
590005,590005,미래에셋 일본 대형주 ETN(H),-12640,1,-12640,-12640
590006,590006,미래에셋 일본 중형주 ETN(H),-12070,2,-12070,-12070
590018,590018,미래에셋 중국 심천 100 ETN,-9155,24,-9205,-9150
590012,590012,미래에셋 글로벌 리츠 ETN(H),-10600,0,0,0
700001,700001,하나 코스피 변동성추세 추종 양매도 ETN,-9780,1198,-9825,-9780
900140,900140,엘브이엠씨홀딩스,-2965,156827,3055,-2965
