,code,name,cur_price,volume,high_price,low_price
000020,000020,동화약품,-9880,92273,10000,-9710
000030,000030,우리은행,0,0,0,0
000040,000040,KR모터스,-529,110185,-532,-522
000050,000050,경방,11200,18537,11300,11150
000060,000060,메리츠화재,-23300,86423,23500,-23100
000070,000070,삼양홀딩스,-87500,13414,89100,-86600
000075,000075,삼양홀딩스우,-47850,1269,-48300,-47500
000080,000080,하이트진로,-17500,92962,-17550,-17350
000087,000087,하이트진로2우B,14650,36,14750,-14550
000100,000100,유한양행,-242000,41095,247500,-241000
000105,000105,유한양행우,-212500,59,217500,-212500
000120,000120,CJ대한통운,-179000,37137,180500,-177000
000140,000140,하이트진로홀딩스,7820,7164,7830,-7620
000145,000145,하이트진로홀딩스우,-8100,395,8290,-8100
000150,000150,두산,97200,168109,98600,-96600
000155,000155,두산우,71700,1941,71900,-71400
000157,000157,두산2우B,-72500,119,72800,-72200
000180,000180,성창기업지주,-2185,126232,2220,-2155
000210,000210,대림산업,99200,105342,100500,-97400
000215,000215,대림산업우,-38550,5196,38900,-38200
000220,000220,유유제약,-11850,52016,12050,-11650
000225,000225,유유제약1우,7300,4393,7350,-7230
000227,000227,유유제약2우B,18800,91,18950,-18500
000230,000230,일동홀딩스,-12600,5079,12850,-12550
000240,000240,한국타이어월드와이드,-16050,45022,-16050,-15850
000270,000270,기아차,-35900,441673,-36350,-35800
000300,000300,대유플러스,-941,554844,969,-935
000320,000320,노루홀딩스,13950,1165,14050,-13800
000325,000325,노루홀딩스우,19300,2618,19550,-18550
000370,000370,한화손해보험,5450,435022,5470,5400
000390,000390,삼화페인트,-6750,23123,6800,-6620
000400,000400,롯데손해보험,2720,225262,2720,-2695
000430,000430,대원강업,-5010,272928,5160,-4955
000480,000480,조선내화,85000,573,85000,-84300
000490,000490,대동공업,-6760,111364,6870,-6640
000500,000500,가온전선,19350,3152,19600,-19000
000520,000520,삼일제약,-21350,51489,-21750,-21000
000540,000540,흥국화재,-4890,26819,-4895,-4815
000545,000545,흥국화재우,5840,7760,5980,-5700
000547,000547,흥국화재2우B,25350,1030,25350,-25050
000590,000590,CS홀딩스,-65200,200,65600,-64400
000640,000640,동아쏘시오홀딩스,-106000,4711,108500,-105500
000650,000650,천일고속,75800,592,75900,-75300
000660,000660,SK하이닉스,-73800,4154616,-76900,-73800
000670,000670,영풍,-760000,774,-769000,-753000
000680,000680,LS네트웍스,-2900,11439,2925,-2865
000700,000700,유수홀딩스,-7530,124012,7770,-7400
000720,000720,현대건설,62500,431320,62900,-61700
000725,000725,현대건설우,207000,2917,207000,-200500
000760,000760,이화산업,21000,2043,21100,-20350
000810,000810,삼성화재,-289500,55887,-295500,-288000
000815,000815,삼성화재우,179500,7561,180000,-179000
000850,000850,화천기공,43000,3082,43100,-42650
000860,000860,강남제비스코,-27550,7100,27800,-27200
000880,000880,한화,-33050,189053,-33400,-32700
000885,000885,한화우,-21050,7415,21350,-20600
00088K,00088K,한화3우B,-15100,18812,15300,-15100
000890,000890,보해양조,-1965,6958156,2035,-1945
000910,000910,유니온,-4835,718770,-5190,-4750
000950,000950,전방,19050,2630,19250,-18600
000970,000970,한국주철관,-10600,127985,11050,-10550
000990,000990,DB하이텍,-12800,417805,13400,-12750
000995,000995,DB하이텍1우,-36300,111,36450,-35650
001020,001020,페이퍼코리아,-1020,157574,1050,-1015
001040,001040,CJ,-124000,66548,126500,-122000
001045,001045,CJ우,-54400,4428,55200,-53600
001060,001060,JW중외제약,-41700,32095,-41850,-41200
001065,001065,JW중외제약우,-25550,286,25850,-25500
001067,001067,JW중외제약2우B,45000,203,45000,-44050
001070,001070,대한방직,-13700,15661,13850,-13250
001080,001080,만호제강,-19000,5658,19350,-18800
001120,001120,LG상사,-17100,143688,17200,-16900
001130,001130,대한제분,187500,307,188000,-184000
001140,001140,국보,-13550,25106,13750,-13300
001200,001200,유진투자증권,-2765,165368,2810,-2730
001210,001210,금호전기,-6200,6796,6270,-6150
001230,001230,동국제강,-8070,207839,8240,-8030
001250,001250,GS글로벌,2850,180228,2860,-2815
001260,001260,남광토건,17650,78810,17800,-16950
001270,001270,부국증권,-20950,1782,21100,-20900
001275,001275,부국증권우,-19350,567,19450,-19350
001290,001290,골든브릿지증권,2550,156616,2575,-2485
001340,001340,백광산업,2865,523810,2870,-2785
001360,001360,삼성제약,-2790,166708,2830,-2760
001380,001380,SG충방,2865,12977038,3170,2805
001390,001390,KG케미칼,18100,186547,18200,-17500
001420,001420,태원물산,6490,17962,6600,-6380
001430,001430,세아베스틸,-17850,34157,18150,-17700
001440,001440,대한전선,-1175,423524,1195,-1165
001450,001450,현대해상,-38050,193092,38950,-38000
001460,001460,BYC,241000,213,242500,-240500
001465,001465,BYC우,110000,78,111000,-109500
001470,001470,삼부토건,5130,116452,5200,-4980
001500,001500,현대차증권,-9810,13201,9920,-9760
001510,001510,SK증권,-735,1338368,741,-733
001515,001515,SK증권우,3745,422999,3920,-3635
001520,001520,동양,-2000,674030,2065,-1985
001525,001525,동양우,-9600,44,9730,-9520
001527,001527,동양2우B,11100,183,11450,11100
001529,001529,동양3우B,31700,512,32400,-31300
001530,001530,동일방직,-65000,79464,-68900,-62100
001550,001550,조비,-29650,47514,30150,-29150
001560,001560,제일연마,6660,12081,6700,-6600
001570,001570,금양,-2330,28242,2360,-2300
001620,001620,동국실업,-935,232644,959,-930
001630,001630,종근당홀딩스,66900,14443,67200,-64700
001680,001680,대상,26800,179349,27050,-26300
001685,001685,대상우,13200,9043,13300,-12850
001720,001720,신영증권,-59300,8525,60400,-59200
001725,001725,신영증권우,-55700,671,55800,-55400
001740,001740,SK네트웍스,6120,755180,6160,-6020
001745,001745,SK네트웍스우,55700,667,56700,-54100
001750,001750,한양증권,-6980,6907,7040,-6920
001755,001755,한양증권우,7730,580,7780,-7650
001770,001770,신화실업,22150,2182,22500,-21750
001780,001780,알루코,3085,189136,3090,-3010
001790,001790,대한제당,19550,5756,19650,-19300
001795,001795,대한제당우,-12000,3018,12100,-11950
001799,001799,대한제당3우B,-23550,364,23850,-23450
001800,001800,오리온홀딩스,19300,147360,19800,19200
001820,001820,삼화콘덴서,-66800,202280,68300,-66100
001880,001880,삼호,-16000,4374,-16200,-15750
001940,001940,KISCO홀딩스,-13650,6981,13800,-13500
002020,002020,코오롱,33850,9750,34250,-33400
002025,002025,코오롱우,-18000,150,-18250,-17900
002030,002030,아세아,131500,1325,131500,-128500
002070,002070,남영비비안,-6590,1115,-6610,-6500
002100,002100,경농,-20000,453488,20650,-19550
002140,002140,고려산업,-2575,123905,-2615,-2530
002150,002150,도화엔지니어링,13150,311585,13400,-12850
002170,002170,삼양통상,44200,1402,44450,44000
002200,002200,수출포장,-20550,7816,20800,-20450
002210,002210,동성제약,-17750,244023,17900,-17450
002220,002220,한일철강,-21950,4240,22200,-21650
002240,002240,고려제강,-27150,6886,27450,-26600
002250,002250,알보젠코리아,28700,14531,28850,-28550
002270,002270,롯데푸드,-640000,1681,649000,-631000
002300,002300,한국제지,19550,10918,19550,-19150
002310,002310,아세아제지,33600,22129,33600,-32550
002320,002320,한진,-43950,88504,44600,-42900
002350,002350,넥센타이어,-9670,108245,-9900,-9660
002355,002355,넥센타이어1우B,3880,10,3880,3880
002360,002360,SH에너지화학,-1190,702466,1215,-1185
002380,002380,KCC,-320000,23397,322000,-316000
002390,002390,한독,-28300,28346,28450,-27850
002410,002410,범양건영,1915,157889,1945,-1845
002420,002420,세기상사,-71600,1232,74900,-70100
002450,002450,삼익악기,-1890,253771,1920,-1880
002460,002460,화성산업,-14900,51836,15300,-14850
002600,002600,조흥,205000,3900,235000,-185000
002620,002620,제일파마홀딩스,-25500,7562,25850,-25250
002630,002630,오리엔트바이오,-519,10757392,-524,-512
002690,002690,동일제강,-3710,174875,3780,-3630
002700,002700,신일산업,-1515,522906,1525,-1495
002710,002710,TCC동양,-2240,22038,2270,-2235
002720,002720,국제약품,-4580,96719,4675,-4500
002760,002760,보락,-2390,731009,2460,-2390
002780,002780,진흥기업,-2045,204730,2125,-2000
002785,002785,진흥기업우B,-4790,17741,4980,-4670
002787,002787,진흥기업2우B,-11950,13473,12400,-11700
002790,002790,아모레G,64800,152472,65000,-63200
002795,002795,아모레G우,28600,7514,29700,-28150
002810,002810,삼영무역,-15250,19686,15400,-14900
002820,002820,선창산업,6120,4281,6190,-6030
002840,002840,미원상사,-250000,168,-250500,-248000
002870,002870,신풍제지,-1385,196293,1410,-1370
002880,002880,대유에이텍,-1200,641031,1225,-1195
002900,002900,동양물산,-2270,1369479,2345,-2260
002920,002920,유성기업,2845,8671,2855,-2810
002960,002960,한국쉘석유,-332500,464,-332500,-329000
002990,002990,금호산업,-12350,88975,12550,-12200
002995,002995,금호산업우,26650,2915,26650,-25500
003000,003000,부광약품,-24500,98211,24700,-24100
003010,003010,혜인,-7320,310555,7470,-7150
003030,003030,세아제강지주,-54600,4701,55200,-54000
003060,003060,에이프로젠제약,-2460,257640,2470,-2440
003070,003070,코오롱글로벌,-8140,37311,8290,-8040
003075,003075,코오롱글로벌우,-14700,1158,15250,-14700
003080,003080,성보화학,-5680,3553,5750,-5670
003090,003090,대웅,-20000,66929,20200,-19850
003120,003120,일성신약,95300,176,95500,-94800
003160,003160,디아이,4515,222648,4600,-4440
003200,003200,일신방직,98000,1565,98500,-96500
003220,003220,대원제약,-17150,28871,-17300,-17050
003230,003230,삼양식품,71000,230513,74800,68400
003240,003240,태광산업,-1494000,939,-1529000,-1484000
003280,003280,흥아해운,409,288692,414,-406
003300,003300,한일홀딩스,-61800,6338,63900,-61100
003350,003350,한국화장품제조,38600,147851,39300,-37150
003410,003410,쌍용양회,-6930,716872,6980,-6830
003415,003415,쌍용양회우,6640,191780,6790,-6330
003460,003460,유화증권,12950,2396,12950,-12800
003465,003465,유화증권우,-12550,128,12600,-12550
003470,003470,유안타증권,-3340,504800,-3430,-3325
003475,003475,유안타증권우,-2280,8697,2330,-2260
003480,003480,한진중공업홀딩스,3350,1977260,3520,-2765
003490,003490,대한항공,-36200,235717,-36700,-36050
003495,003495,대한항공우,14950,21268,15300,-14650
003520,003520,영진약품,-6500,520193,-6580,-6450
003530,003530,한화투자증권,-2390,204071,-2440,-2385
003535,003535,한화투자증권우,2350,48481,2370,-2265
003540,003540,대신증권,-11400,108587,-11450,-11300
003545,003545,대신증권우,-8690,28813,8730,-8650
003547,003547,대신증권2우B,8210,10890,8230,-8150
003550,003550,LG,-75700,145432,-76800,-74600
003555,003555,LG우,-43900,2101,44000,-43250
003560,003560,IHQ,-2190,3488298,2300,-2170
003570,003570,S&T중공업,-7200,15396,-7260,-7010
003580,003580,넥스트사이언스,6750,103697,6800,-6640
003610,003610,방림,-2385,26866,2440,-2385
003620,003620,쌍용차,-5190,126424,5210,-5060
003650,003650,미창석유,77800,358,77900,-77100
003680,003680,한성기업,6350,9595,6360,-6300
003690,003690,코리안리,-8770,97510,8840,-8710
003720,003720,삼영화학,818,46787,820,-812
003780,003780,진양산업,-4080,326185,4280,-4060
003830,003830,대한화섬,-109500,484,111500,-108500
003850,003850,보령제약,-10050,69007,10150,-9960
003920,003920,남양유업,-623000,932,-629000,-618000
003925,003925,남양유업우,207000,2,207000,-204500
003960,003960,사조대림,-22950,8353,23300,-22650
004000,004000,롯데정밀화학,-48000,90262,48550,-47600
004020,004020,현대제철,-49300,276319,-50200,-49150
004060,004060,SG세계물산,-822,757542,842,-821
004080,004080,신흥,10200,1287,10200,10150
004090,004090,한국석유,-157500,2452,160000,-156500
004100,004100,태양금속,-1545,421433,1585,-1535
004105,004105,태양금속우,-3550,38897,3600,-3545
004140,004140,동방,-1980,1553928,-2065,-1980
004150,004150,한솔홀딩스,4895,47260,4905,-4820
004170,004170,신세계,266000,106004,267000,-254000
004200,004200,고려개발,-5070,1977,5140,-4990
004250,004250,NPC,4000,13121,4025,-3930
004255,004255,NPC우,-2260,3309,-2270,-2210
004270,004270,남성,-2040,665376,2085,-1985
004310,004310,현대약품,-5150,133446,5250,-5110
004360,004360,세방,-13250,5751,13600,-13200
004365,004365,세방우,6600,150,6850,6600
004370,004370,농심,-277500,5060,279500,-275500
004380,004380,삼익THK,-13650,54178,14200,-13600
004410,004410,서울식품,-201,12608187,207,-196
004415,004415,서울식품우,-4225,562409,-4320,-4060
004430,004430,송원산업,-21100,157824,21800,-20900
004440,004440,대림씨엔에스,11700,37182,11800,-11400
004450,004450,삼화왕관,46800,298,46800,-46000
004490,004490,세방전지,-39050,16375,39800,-38800
004540,004540,깨끗한나라,-3410,30943,-3450,-3405
004545,004545,깨끗한나라우,-20750,2715,21000,-20050
004560,004560,현대비앤지스틸,-10350,39178,10600,-10250
004565,004565,현대비앤지스틸우,-64900,2977,67200,-63800
004690,004690,삼천리,-99200,2495,100500,-98700
004700,004700,조광피혁,37600,1410,37900,-37500
004710,004710,한솔테크닉스,-8160,95723,8250,-8040
004720,004720,우리들제약,-8290,165428,8440,-8250
004770,004770,써니전자,3095,1934523,3145,-2955
004800,004800,효성,-69300,79900,69800,-68100
004830,004830,덕성,3480,157274,3495,-3375
004835,004835,덕성우,4365,23811,4390,-4250
004840,004840,DRB동일,-6690,17039,6870,-6610
004870,004870,티웨이홀딩스,-2745,814548,2870,-2735
004890,004890,동일산업,-58900,1697,59200,-58500
004910,004910,조광페인트,7490,14193,7520,-7400
004920,004920,씨아이테크,-563,231855,580,-558
004960,004960,한신공영,-18950,22620,19100,-18650
004970,004970,신라교역,-14050,1837,14200,-13950
004980,004980,성신양회,13950,681021,14050,-13250
004985,004985,성신양회우,14750,269490,15700,-12900
004987,004987,성신양회2우B,18150,39445,19200,-17100
004989,004989,성신양회3우B,12500,3264,12600,-11850
004990,004990,롯데지주,-52100,134064,-52600,-51900
00499K,00499K,롯데지주우,-52100,813,-52400,-51500
005010,005010,휴스틸,14050,199638,14100,13150
005030,005030,부산주공,-555,155442,569,-552
005070,005070,코스모신소재,-16000,400373,-16350,-15750
005090,005090,삼광글라스,37700,32383,39900,-37000
005110,005110,한창,2275,1825935,2325,-2230
005180,005180,빙그레,-69200,12480,-69900,-68100
005190,005190,동성화학,-14500,4016,14750,-14300
005250,005250,녹십자홀딩스,-25950,51589,26350,-25650
005257,005257,녹십자홀딩스2우,-18100,587,18250,-17600
005300,005300,롯데칠성,-1462000,576,-1474000,-1455000
005305,005305,롯데칠성우,-620000,258,-625000,-620000
005320,005320,국동,-2975,337297,3015,-2865
005360,005360,모나미,2840,38877,2850,-2790
005380,005380,현대차,-121000,446734,121500,-120000
005385,005385,현대차우,-72300,40696,-74700,-72300
005387,005387,현대차2우B,-80000,73668,82500,-79400
005389,005389,현대차3우B,-69700,1611,70300,-69200
005390,005390,신성통상,991,549757,1015,-972
005420,005420,코스모화학,-16600,413955,-16900,-15850
005430,005430,한국공항,-47250,2401,48000,-47100
005440,005440,현대그린푸드,-13900,254743,14000,-13600
005450,005450,신한,4945,0,0,0
005490,005490,POSCO,-265500,153844,267000,-263000
005500,005500,삼진제약,-40300,59309,41300,-39650
005610,005610,SPC삼립,-116000,5597,117000,-115000
005680,005680,삼영전자,-12900,47263,13050,-12750
005690,005690,파미셀,-12050,1287573,12200,-11900
005720,005720,넥센,5980,30423,6000,-5840
005725,005725,넥센우,3735,916,3775,-3660
005740,005740,크라운해태홀딩스,-14500,259005,-15450,-14100
005745,005745,크라운해태홀딩스우,-14000,23796,-14500,-13850
005750,005750,대림B&Co,-5250,41661,5290,-5200
005800,005800,신영와코루,-143500,23,-143500,-141000
005810,005810,풍산홀딩스,-38150,3355,38450,-37500
005820,005820,원림,18850,335,18850,-18600
005830,005830,DB손해보험,-71100,105290,72400,-70500
005850,005850,에스엘,-19800,36238,20150,-19750
005870,005870,휴니드,9200,99508,9210,8870
005880,005880,대한해운,23100,43576,23100,-22750
005930,005930,삼성전자,-46050,10554643,-46850,-45650
005935,005935,삼성전자우,-36850,989865,-37850,-36850
005940,005940,NH투자증권,-13200,514386,-13350,-13150
005945,005945,NH투자증권우,-8670,24331,8750,-8670
005950,005950,이수화학,-10000,14234,10100,-9970
005960,005960,동부건설,-8540,15580,8680,-8510
005965,005965,동부건설우,17300,530,17300,-16900
006040,006040,동원산업,-230500,2742,-232000,-227500
006060,006060,화승인더,7200,325240,7320,-7070
006090,006090,사조오양,-9710,43701,9810,-9600
006110,006110,삼아알미늄,-4765,28013,4880,-4765
006120,006120,SK디스커버리,29000,27548,29200,-28600
006125,006125,SK디스커버리우,15800,172,15900,-15600
006200,006200,한국전자홀딩스,828,118113,833,821
006220,006220,제주은행,4900,18742,4905,-4885
006260,006260,LS,53900,100526,54100,-53000
006280,006280,녹십자,-146500,27186,148500,-145000
006340,006340,대원전선,1980,695671,2005,-1945
006345,006345,대원전선우,-4200,23307,4265,-4125
006360,006360,GS건설,-46350,294424,47050,-46100
006370,006370,대구백화점,-10550,100450,11250,-10450
006380,006380,카프로,-5080,114030,5150,-5030
006390,006390,한일현대시멘트,52800,66393,53500,-51200
006400,006400,삼성SDI,-236000,310514,-240000,-234000
006405,006405,삼성SDI우,-95100,1092,96100,-94300
006490,006490,인스코비,6010,806815,6020,-5830
006570,006570,대림통상,4700,512,4700,-4590
006650,006650,대한유화,-169500,17572,170500,-167500
006660,006660,삼성공조,-9720,8076,-9780,-9610
006740,006740,영풍제지,-3565,81623,3585,-3465
006800,006800,미래에셋대우,-7400,1413437,-7510,-7370
006805,006805,미래에셋대우우,-4110,7873,-4115,-4095
00680K,00680K,미래에셋대우2우B,-3675,428807,3710,-3675
006840,006840,AK홀딩스,-54200,12367,55300,-53400
006880,006880,신송홀딩스,-4605,10413,4740,-4605
006890,006890,태경화학,5400,52338,5430,-5340
006980,006980,우성사료,-2905,75907,2975,-2880
007070,007070,GS리테일,36350,157710,36400,-35700
007110,007110,일신석재,3715,52867035,4050,-3355
007120,007120,미래아이앤지,524,358554,524,-509
007160,007160,사조산업,-58400,7612,59800,-58000
007210,007210,벽산,-2725,131422,-2765,-2700
007280,007280,한국특수형강,-2230,66351,2260,-2210
007310,007310,오뚜기,-792000,2472,-795000,-786000
007340,007340,디티알오토모티브,31550,1301,31650,-31200
007460,007460,에이프로젠 KIC,2715,2103975,2770,-2675
007540,007540,샘표,-36800,12174,37650,-36500
007570,007570,일양약품,-29500,32068,29900,-29250
007575,007575,일양약품우,19500,2049,20000,-19400
007590,007590,동방아그로,-7680,19824,7930,-7650
007610,007610,선도전기,-5560,230748,5630,-5480
007630,007630,폴루스바이오팜,4330,437239,4375,-4195
007660,007660,이수페타시스,-6080,751448,6410,-6040
007690,007690,국도화학,-49250,5921,49700,-48550
007700,007700,F&F,64700,962489,69200,-57400
007810,007810,코리아써키트,-6500,88701,6590,-6380
007815,007815,코리아써우,2805,2809,2845,2805
00781K,00781K,코리아써키트2우B,4450,192,4450,4385
007860,007860,서연,-4320,16001,4360,-4235
007980,007980,태평양물산,2900,542729,2965,-2835
008040,008040,사조동아원,1310,63470,1320,-1300
008060,008060,대덕전자,-10450,337148,10550,-10300
00806K,00806K,대덕전자1우,-5740,3755,5750,-5670
008110,008110,대동전자,3590,16903,3600,-3495
008250,008250,이건산업,-12600,144245,12850,-12400
008260,008260,NI스틸,-2770,80104,2800,-2735
008350,008350,남선알미늄,-2705,3710488,2810,-2680
008355,008355,남선알미우,-27000,14641,28000,-26300
008420,008420,문배철강,-3770,922525,-3920,-3760
008490,008490,서흥,25600,21269,25700,-24700
008500,008500,일정실업,-21550,2085,-21550,-21450
008560,008560,메리츠종금증권,-4715,1287001,-4800,-4700
008600,008600,윌비스,1420,205475,1430,-1400
008700,008700,아남전자,2775,892725,2815,-2745
008730,008730,율촌화학,-15100,33297,15450,-14950
008770,008770,호텔신라,76900,887933,77200,-74600
008775,008775,호텔신라우,44200,13810,44400,-43600
008870,008870,금비,-67100,823,68600,-67000
008930,008930,한미사이언스,-77000,37836,-77800,-76500
008970,008970,동양철관,1835,1839944,1850,-1785
009070,009070,KCTC,-4240,587129,-4470,-4150
009140,009140,경인전자,-30000,2533,31000,-29600
009150,009150,삼성전기,-110500,1487543,-113500,-109000
009155,009155,삼성전기우,-45050,11013,45700,-44900
009160,009160,SIMPAC,-2835,72018,2900,-2790
009180,009180,한솔로지스틱스,-1580,206168,1600,-1540
009190,009190,대양금속,-4640,4872,4735,-4600
009200,009200,무림페이퍼,-2995,166740,3055,-2960
009240,009240,한샘,82900,193053,84500,-79900
009270,009270,신원,2815,2659464,2850,-2740
009275,009275,신원우,-65000,2240,65600,-62500
009290,009290,광동제약,7380,59591,7400,-7330
009310,009310,참엔지니어링,-1745,135587,-1765,-1725
009320,009320,대우부품,-2675,986287,2705,-2560
009410,009410,태영건설,12700,381003,13000,-12400
009415,009415,태영건설우,6340,30965,6370,-6120
009420,009420,한올바이오파마,37050,395857,38050,-36700
009440,009440,KC그린홀딩스,-4180,10387,4210,-4150
009450,009450,경동나비엔,50600,273221,51600,48800
009460,009460,한창제지,-3265,3620962,3390,-3235
009470,009470,삼화전기,-23200,166450,-24000,-23000
009540,009540,현대중공업,126000,306373,128500,124500
009580,009580,무림P&P,-6090,244305,6140,-6030
009680,009680,모토닉,11000,86639,11100,-10800
009770,009770,삼정펄프,36600,226,36650,-35250
009810,009810,엔케이물산,-778,1501491,824,-767
009830,009830,한화케미칼,-21200,1059936,21850,-20950
009835,009835,한화케미칼우,-12000,3299,12100,-11900
009970,009970,영원무역홀딩스,62500,5092,62500,-61200
010040,010040,한국내화,-9720,3809848,-10300,-9610
010050,010050,우리종금,-786,1875264,796,-781
010060,010060,OCI,96300,134983,97500,-95900
010100,010100,한국프랜지,-1730,46324,1800,-1730
010120,010120,LS산전,-51400,68024,52000,-50800
010130,010130,고려아연,-433000,22775,435500,-430000
010140,010140,삼성중공업,8760,4241900,8880,-8580
010145,010145,삼성중공우,49200,1902,49650,-48350
010400,010400,우진아이엔에스,11050,97527,11050,-10700
010420,010420,한솔PNS,1540,77996,1545,-1500
010580,010580,지코,803,240257,805,-794
010600,010600,웰바이오텍,-4980,371473,5130,-4935
010620,010620,현대미포조선,60700,167367,61500,-60000
010640,010640,진양폴리,-2405,113520,2505,-2390
010660,010660,화천기계,21200,6319,21400,-20550
010690,010690,화신,-2630,43302,2710,-2600
010770,010770,평화홀딩스,7010,133805,7080,-6750
010780,010780,아이에스동서,33050,90745,33300,-32100
010820,010820,퍼스텍,3440,488360,3440,-3320
010950,010950,S-Oil,105500,184990,105500,-104000
010955,010955,S-Oil우,69200,9315,69800,-69100
010960,010960,삼호개발,-5680,125551,5790,-5630
011000,011000,진원생명과학,-4955,191842,5010,-4910
011070,011070,LG이노텍,-105000,138477,-107000,-103500
011090,011090,에넥스,1465,1055931,1495,-1445
011150,011150,CJ씨푸드,-2485,77077,2500,-2465
011155,011155,CJ씨푸드1우,-28550,522,28950,-28150
011160,011160,두산건설,-1535,781751,1555,-1480
011170,011170,롯데케미칼,-296500,100948,-301000,-293500
011200,011200,현대상선,4330,875418,4350,-4240
011210,011210,현대위아,-40750,135341,41350,-40400
011230,011230,삼화전자,-3000,105998,3095,-2995
011280,011280,태림포장,-4640,972162,4915,-4580
011300,011300,성안,-678,520716,-700,-664
011330,011330,유니켐,-1820,1254220,1910,-1805
011390,011390,부산산업,178500,17496,182000,-176000
011420,011420,갤럭시아에스엠,1930,55443,1950,-1855
011500,011500,한농화성,-4325,15657,-4365,-4265
011690,011690,유양디앤유,-8470,290260,-8520,-8310
011700,011700,한신기계,2610,776501,2675,-2480
011760,011760,현대상사,32450,168916,32700,-31350
011780,011780,금호석유,-85600,84021,-86000,-84900
011785,011785,금호석유우,-32050,1532,32250,-31700
011790,011790,SKC,41250,114943,41450,-40550
011810,011810,STX,-16650,40386,17250,-16550
011930,011930,신성이엔지,1165,560328,1180,-1145
012030,012030,DB,-896,804320,916,-888
012160,012160,영흥철강,1615,5046361,1665,-1565
012170,012170,키위미디어그룹,350,2168744,356,-342
012200,012200,계양전기,3810,38626,3850,-3755
012205,012205,계양전기우,-9870,125190,10150,-9370
012280,012280,영화금속,-1620,2139850,1715,-1585
012320,012320,경동인베스트,-48250,12209,48650,-46950
012330,012330,현대모비스,-214000,177426,-217000,-212000
012450,012450,한화에어로스페이스,-32350,165919,32900,-32050
012510,012510,더존비즈온,42350,244657,42800,41800
012600,012600,청호컴넷,2770,5342,2790,-2725
012610,012610,경인양행,-6890,550899,6990,-6690
012630,012630,HDC,18700,239685,18900,-18400
012690,012690,모나리자,-4045,640465,4145,-4035
012750,012750,에스원,-102500,55847,104500,-101000
012800,012800,대창,-970,388517,977,-958
013000,013000,세우글로벌,-1960,2897391,-2015,-1930
013360,013360,일성건설,2150,6359953,2275,-2050
013520,013520,화승알앤에이,-2060,37781,2100,-2045
013570,013570,디와이,-6050,101902,6160,-5990
013580,013580,계룡건설,-25550,17764,26300,-25250
013700,013700,까뮤이앤씨,-1470,4856197,1620,-1470
013870,013870,지엠비코리아,8500,408706,8550,-8170
014130,014130,한익스프레스,-5130,46518,5260,-5000
014160,014160,대영포장,-1380,2995027,1460,-1350
014280,014280,금강공업,23500,13222,23550,-23000
014285,014285,금강공업우,-35500,76,35800,-35050
014440,014440,영보화학,3945,8867,3950,-3895
014530,014530,극동유화,3505,56155,3530,-3455
014580,014580,백광소재,3190,106062,3190,-3120
014680,014680,한솔케미칼,-88800,52875,91300,-87600
014710,014710,사조씨푸드,6980,150314,6990,-6660
014790,014790,한라,-4995,184916,5080,-4910
014820,014820,동원시스템즈,-30450,9822,30900,-30350
014825,014825,동원시스템즈우,-20750,52,20950,-20650
014830,014830,유니드,-45900,15637,47400,-45800
014910,014910,성문전자,-3385,595798,3550,-3310
014915,014915,성문전자우,-16050,79927,-17100,-15800
014990,014990,인디에프,3150,6230019,3200,-3030
015020,015020,이스타코,713,147426,715,-696
015230,015230,대창단조,-42600,2019,43400,-42600
015260,015260,에이엔피,548,18470471,577,-492
015350,015350,부산가스,39750,608,39750,-39500
015360,015360,예스코홀딩스,-41600,1964,42550,-41400
015540,015540,메디파트너생명공학,7320,5871,7450,-7250
015590,015590,큐로,-547,137324,557,-544
015760,015760,한국전력,-33500,940571,34200,-33250
015860,015860,일진홀딩스,-3980,108921,4070,-3935
015890,015890,태경산업,-5840,51920,5910,-5810
016090,016090,대현,2650,1245608,2770,-2450
016360,016360,삼성증권,-33300,265252,-33850,-33000
016380,016380,동부제철,-10350,50746,10450,-10150
016385,016385,동부제철우,-45200,4929,-45450,-44600
016450,016450,한세예스24홀딩스,-8790,60884,8920,-8620
016580,016580,환인제약,-18850,16838,19250,-18550
016590,016590,신대양제지,66900,20565,67300,-66200
016610,016610,DB금융투자,-4875,38210,4970,-4875
016710,016710,대성홀딩스,-6500,8747,6530,-6460
016740,016740,두올,-3155,86300,3230,-3135
016800,016800,퍼시스,31150,843,31200,-30850
016880,016880,웅진,2410,680575,2440,-2320
017040,017040,광명전기,-3215,412872,3265,-3145
017180,017180,명문제약,-5590,221386,-5740,-5570
017370,017370,우신시스템,-6680,47984,6950,-6630
017390,017390,서울가스,-83800,79,84000,-83000
017550,017550,수산중공업,-2015,863765,2040,-1985
017670,017670,SK텔레콤,-255000,355512,-259500,-253000
017800,017800,현대엘리베이,122000,519996,122500,-117000
017810,017810,풀무원,-82300,4105,82900,-81400
017900,017900,광전자,-2330,301026,-2410,-2300
017940,017940,E1,-58400,6187,59900,-58200
017960,017960,한국카본,8130,312445,8260,-8000
018250,018250,애경산업,39900,211085,40000,-39100
018260,018260,삼성에스디에스,-228000,81383,228500,-224000
018470,018470,조일알미늄,-1035,100685,1075,-1035
018500,018500,동원금속,892,70835,895,-881
018670,018670,SK가스,80900,19834,81700,80500
018880,018880,한온시스템,-12300,614594,-12500,-12250
019170,019170,신풍제약,-8060,779271,-8160,-7950
